-92.05671,46.71687,2016-05-30T20:37:25.000Z,1.488
-92.05677,46.71682,2016-05-30T20:37:30.000Z,1.313
-92.05683,46.71677,2016-05-30T20:37:35.000Z,1.357
-92.05686,46.71671,2016-05-30T20:37:40.000Z,1.596
-92.05686,46.71663,2016-05-30T20:37:45.000Z,1.587
-92.05686,46.71654,2016-05-30T20:37:50.000Z,2.006
-92.05682,46.71646,2016-05-30T20:37:55.000Z,2.088
-92.05675,46.71637,2016-05-30T20:38:00.000Z,2.184
-92.05668,46.71628,2016-05-30T20:38:05.000Z,2.225
-92.0566,46.7162,2016-05-30T20:38:10.000Z,2.189
-92.05652,46.71613,2016-05-30T20:38:15.000Z,2.125
-92.05643,46.71605,2016-05-30T20:38:20.000Z,2.153
-92.05634,46.71598,2016-05-30T20:38:25.000Z,2.105
-92.05626,46.71591,2016-05-30T20:38:30.000Z,2.064
-92.05617,46.71584,2016-05-30T20:38:35.000Z,2.098
-92.05609,46.71577,2016-05-30T20:38:40.000Z,1.987
-92.05601,46.71569,2016-05-30T20:38:45.000Z,2.02
-92.05592,46.71563,2016-05-30T20:38:50.000Z,2.031
-92.05583,46.71555,2016-05-30T20:38:55.000Z,2.016
-92.05574,46.71548,2016-05-30T20:39:00.000Z,2.032
-92.05564,46.71541,2016-05-30T20:39:05.000Z,1.948
-92.05555,46.71535,2016-05-30T20:39:10.000Z,1.995
-92.05546,46.71528,2016-05-30T20:39:15.000Z,2.003
-92.05538,46.71521,2016-05-30T20:39:20.000Z,1.895
-92.05528,46.71515,2016-05-30T20:39:25.000Z,1.991
-92.05519,46.71508,2016-05-30T20:39:30.000Z,2.093
-92.05508,46.71501,2016-05-30T20:39:35.000Z,2.165
-92.05498,46.71494,2016-05-30T20:39:40.000Z,2.2
-92.05487,46.71487,2016-05-30T20:39:45.000Z,2.253
-92.05476,46.7148,2016-05-30T20:39:50.000Z,2.165
-92.05465,46.71473,2016-05-30T20:39:55.000Z,2.188
-92.05455,46.71466,2016-05-30T20:40:00.000Z,2.184
-92.05445,46.71459,2016-05-30T20:40:05.000Z,2.293
-92.05433,46.71451,2016-05-30T20:40:10.000Z,2.557
-92.05421,46.71443,2016-05-30T20:40:15.000Z,2.738
-92.05409,46.71434,2016-05-30T20:40:20.000Z,2.81
-92.05399,46.71423,2016-05-30T20:40:25.000Z,2.856
-92.05389,46.71411,2016-05-30T20:40:30.000Z,2.884
-92.05381,46.71399,2016-05-30T20:40:35.000Z,2.704
-92.05374,46.71388,2016-05-30T20:40:40.000Z,2.395
-92.05368,46.71378,2016-05-30T20:40:45.000Z,2.438
-92.0536,46.71369,2016-05-30T20:40:50.000Z,2.413
-92.05352,46.7136,2016-05-30T20:40:55.000Z,2.213
-92.05344,46.71352,2016-05-30T20:41:00.000Z,2.183
-92.05336,46.71344,2016-05-30T20:41:05.000Z,2.24
-92.05327,46.71336,2016-05-30T20:41:10.000Z,2.192
-92.05317,46.71329,2016-05-30T20:41:15.000Z,2.146
-92.05307,46.71322,2016-05-30T20:41:20.000Z,2.195
-92.05296,46.71315,2016-05-30T20:41:25.000Z,2.227
-92.05286,46.71308,2016-05-30T20:41:30.000Z,2.221
-92.05275,46.71301,2016-05-30T20:41:35.000Z,2.388
-92.05263,46.71294,2016-05-30T20:41:40.000Z,2.34
-92.05251,46.71287,2016-05-30T20:41:45.000Z,2.442
-92.05237,46.71283,2016-05-30T20:41:50.000Z,2.497
-92.05224,46.71277,2016-05-30T20:41:55.000Z,2.496
-92.05209,46.71271,2016-05-30T20:42:00.000Z,2.508
-92.05194,46.71265,2016-05-30T20:42:05.000Z,2.584
-92.05178,46.71262,2016-05-30T20:42:10.000Z,2.667
-92.05162,46.71259,2016-05-30T20:42:15.000Z,2.655
-92.05145,46.71255,2016-05-30T20:42:20.000Z,2.668
-92.05127,46.71252,2016-05-30T20:42:25.000Z,2.628
-92.0511,46.7125,2016-05-30T20:42:30.000Z,2.581
-92.05093,46.71249,2016-05-30T20:42:35.000Z,2.585
-92.05076,46.71249,2016-05-30T20:42:40.000Z,2.493
-92.0506,46.7125,2016-05-30T20:42:45.000Z,2.522
