-92.05288,46.71703,2016-05-27T19:02:08.000Z,0.016
-92.05288,46.71703,2016-05-27T19:02:13.000Z,0.156
-92.05289,46.71704,2016-05-27T19:02:18.000Z,0.569
-92.05292,46.71706,2016-05-27T19:02:23.000Z,0.635
-92.05296,46.71708,2016-05-27T19:02:28.000Z,0.67
-92.05298,46.71709,2016-05-27T19:02:33.000Z,0.407
-92.05301,46.7171,2016-05-27T19:02:38.000Z,0.52
-92.05304,46.71712,2016-05-27T19:02:43.000Z,0.702
-92.05307,46.71714,2016-05-27T19:02:48.000Z,0.687
-92.05311,46.71715,2016-05-27T19:02:53.000Z,0.725
-92.05315,46.71717,2016-05-27T19:02:58.000Z,0.711
-92.05318,46.7172,2016-05-27T19:03:03.000Z,0.686
-92.05321,46.71722,2016-05-27T19:03:08.000Z,0.72
-92.05324,46.71724,2016-05-27T19:03:13.000Z,0.692
-92.05328,46.71726,2016-05-27T19:03:18.000Z,0.685
-92.05331,46.71728,2016-05-27T19:03:23.000Z,0.685
-92.05334,46.71731,2016-05-27T19:03:28.000Z,0.702
-92.05337,46.71733,2016-05-27T19:03:33.000Z,0.678
-92.05341,46.71735,2016-05-27T19:03:38.000Z,0.647
-92.05344,46.71737,2016-05-27T19:03:43.000Z,0.651
-92.05347,46.7174,2016-05-27T19:03:48.000Z,0.692
-92.0535,46.71742,2016-05-27T19:03:53.000Z,0.709
-92.05353,46.71744,2016-05-27T19:03:58.000Z,0.713
-92.05356,46.71746,2016-05-27T19:04:03.000Z,0.754
-92.0536,46.71749,2016-05-27T19:04:08.000Z,0.727
-92.05364,46.71751,2016-05-27T19:04:13.000Z,0.726
-92.05367,46.71753,2016-05-27T19:04:18.000Z,0.737
-92.0537,46.71755,2016-05-27T19:04:23.000Z,0.74
-92.05374,46.71757,2016-05-27T19:04:28.000Z,0.735
-92.05378,46.71759,2016-05-27T19:04:33.000Z,0.747
-92.05381,46.71761,2016-05-27T19:04:38.000Z,0.586
-92.05384,46.71763,2016-05-27T19:04:43.000Z,0.306
-92.05385,46.71763,2016-05-27T19:04:48.000Z,0.217
-92.05386,46.71764,2016-05-27T19:04:53.000Z,0.285
-92.05387,46.71766,2016-05-27T19:04:58.000Z,0.405
